147;Ringil;None;Combat;500;;Khand
148;Sickle of the Heavens;Good;Combat;2000;;
149;Sting;None;Combat;1000;;Dog Lord
150;Stinging Tongue;Good;Combat;500;;
151;Troll-cleaver;Evil;Combat;500;;DrLd
152;Turantir;Good;Combat;2000;;
153;Water-skimmer;Good;Combat;500;Access to Teleport;
154;Ring of Bleeding;None;Combat;750;;DrLd
155;Taurin;Evil;Mage;30;;Dragon Lord
156;Maranya;None;Combat;2000;;Dark Lts.
157;Pectoral;None;Mage;30;;Dark Lts.
158;Thunder's Edge;None;Emissary;30;;Witch-King
159;Skull Helm;Evil;Combat;1250;;Dog Lord
160;Collar of Command;Evil;Command;20;;Dog Lord
161;Erivagil;None;Command;30;;Dog Lord
162;Glosovagil;None;Combat;1500;;
163;Mirror of Galadriel;None;Combat;1500;;White Wizard 
164;Tintelpe;Good;Mage;40;;Sinda
165;Cuiviegurth;Good;Combat;1750;;Sinda
166;Calris;Evil;Combat;750;;
167;Aedring;Evil;Combat;750;;
168;Ancaruin;Good;Combat;1000;;
169;Gurthang;Good;Combat;2250;Access to Teleport;
170;Anguirel;Evil;Combat;2250;Access to Spirit Mastery;
171;Aracu;None;Combat;2250;;
172;Axe of Braogha;Good;Combat;1500;;
173;Daecollo;None;Combat;750;;
174;Belthronding;None;Stealth;20;;Daeron
175;Ring of Curufin;Good;Combat;2250;;
176;Spear of Bladorthin;None;Agent;25;;
177;Calninque;None;Combat;1250;;
178;Cubeleg;Good;Combat;1500;;
179;Durcarak;None;Combat;750;;
180;Fuinrauko;Evil;Combat;1250;;
181;Herugrim;Evil;Combat;2000;Access to Teleport;
182;Morgurth;Good;Combat;1000;;Rohan
183;Silmaruth;None;Combat;1000;;
184;Stone-mace of Setmaenen;None;Combat;2000;;
185;Headband of Slaeg;Good;Combat;500;;
186;Sceptre of Hent;None;Mage;10;Access to Conjuring Ways;
187;The Black Book;Good;Combat;750;;
188;E Mere Vardo;None;Mage;10;;
189;Blue Ring;Good;Mage;10;Access to Spirit Mastery;
190;Staff of the Wanderer;Evil;Mage;10;Access to Spirit Mastery;
191;Aercrist;None;Mage;15;Access to Teleport;
192;Maikarama;None;Combat;750;;S.Gondor
193;Raukambar;Good;Combat;750;;
194;Durlachiel;Good;Combat;750;;
195;Shards of Narsil;Good;Combat;750;;
196;Mighty Blade;Good;Combat;750;;Rangers
197;Forest-blade;None;Combat;750;;N.Gondor
198;Flails of Horseslaying;Good;Combat;750;;N.Gondor
199;Guthwine;Evil;Combat;500;;Long Rider
200;Mace of the Huntsman;Good;Combat;750;;Rohan
201;Runya;None;Combat;500;;RhEas
202;Sword of Cleaving;Good;Combat;500;;Noldo
203;Spear of Following;None;Combat;750;;Corsairs
204;Steward's Blade;None;Combat;500;;Long Rider
205;Sulhelka;None;Combat;750;;N.Gondor
206;Foam-light;None;Combat;1000;;
207;Gulthalion;None;Command;15;;S.Gondor
208;Horse-Lord's Shield;None;Command;30;;
209;Rat Gauntlets;None;Command;15;;Rohan
210;Boots of Iron;None;Agent;10;;Corsairs
211;Cloak of Protection;None;Command;10;;Dwarves
212;Cloak of Hiding;None;Agent;10;;Dwarves
213;Cloak of Valacirca;None;Stealth;10;;Dwarves
